t,dt,state,laser_x,laser_y,target_x,target_y,dx,dy,err_px,servo_x,servo_y,confidence,accuracy,locked,t_lock,lost_counter
84.3688,0.0117,TEST,355,347,384,336,29.0,-11.0,31.016,89.126,92.849,0.0,0.0,0,0.0,0
84.4335,0.028,TEST,354,347,384,336,30.0,-11.0,31.953,88.253,92.518,0.0,0.0,0,0.0,0
84.4999,0.0644,TEST,355,346,384,336,29.0,-10.0,30.676,87.349,92.187,0.0,0.0,0,0.0,0
84.5674,0.0649,TEST,366,346,384,336,18.0,-10.0,20.591,86.476,91.886,0.0,0.0,0,0.0,0
84.6307,0.0686,TEST,382,347,384,336,2.0,-11.0,11.18,85.934,91.584,0.0,0.0,0,0.0649,0
84.6995,0.0629,TEST,388,347,384,336,-4.0,-11.0,11.705,85.873,91.253,0.0,0.0,0,0.1336,0
84.7642,0.0678,TEST,388,346,384,336,-4.0,-10.0,10.77,85.994,90.922,0.0,0.0,0,0.1964,0
84.8309,0.0662,TEST,388,347,384,336,-4.0,-11.0,11.705,86.114,90.621,0.0,0.0,0,0.2643,0
84.8996,0.0661,TEST,388,347,384,336,-4.0,-11.0,11.705,86.235,90.289,0.0,0.0,0,0.3305,0
84.9633,0.0681,TEST,388,347,384,336,-4.0,-11.0,11.705,86.355,89.958,0.0,0.0,0,0.3966,0
85.0307,0.065,TEST,388,346,384,336,-4.0,-10.0,10.77,86.476,89.627,0.0,0.0,0,0.4648,0
85.6024,0.1,TEST,355,334,384,384,29.0,50.0,57.801,90,90,0.0,0.0,0,0,0
85.6279,0.0118,TEST,355,335,384,384,29.0,49.0,56.939,89.126,93,0.0,0.0,0,0.0,0
85.6962,0.0271,TEST,355,337,384,384,29.0,47.0,55.227,88.253,94.476,0.0,0.0,0,0.0,0
85.7612,0.068,TEST,355,350,384,384,29.0,34.0,44.688,87.379,95.892,0.0,0.0,0,0.0,0
85.8272,0.0645,TEST,369,373,384,384,15.0,11.0,18.601,86.506,96.916,0.0,0.0,0,0.0,0
85.8947,0.0667,TEST,380,384,384,384,4.0,0.0,4.0,86.054,97.247,0.0,0.0,0,0.0645,0
85.96,0.0663,TEST,383,393,384,384,1.0,-9.0,9.055,86.054,97.247,0.0,0.0,0,0.1311,0
86.0276,0.0653,TEST,382,397,384,384,2.0,-13.0,13.153,86.024,96.976,0.0,0.0,0,0.1975,0
86.0909,0.0691,TEST,382,397,384,384,2.0,-13.0,13.153,85.964,96.585,0.0,0.0,0,0.2628,0
86.1595,0.0625,TEST,383,398,384,384,1.0,-14.0,14.036,85.903,96.193,0.0,0.0,0,0.3319,0
86.2234,0.0679,TEST,382,397,384,384,2.0,-13.0,13.153,85.873,95.771,0.0,0.0,0,0.3943,0
86.2909,0.0654,TEST,381,390,384,384,3.0,-6.0,6.708,85.813,95.38,0.0,0.0,0,0.4622,0
86.8648,0.1,TEST,354,337,384,432,30.0,95.0,99.624,90,90,0.0,0.0,0,0,0
86.888,0.0104,TEST,355,338,384,432,29.0,94.0,98.372,89.096,93,0.0,0.0,0,0.0,0
86.9561,0.0246,TEST,354,339,384,432,30.0,93.0,97.719,88.223,95.831,0.0,0.0,0,0.0,0
87.0245,0.0678,TEST,354,364,384,432,30.0,68.0,74.324,87.319,98.633,0.0,0.0,0,0.0,0
87.0878,0.0674,TEST,368,396,384,432,16.0,36.0,39.395,86.416,100.681,0.0,0.0,0,0.0,0
87.1553,0.0646,TEST,381,417,384,432,3.0,15.0,15.297,85.934,101.765,0.0,0.0,0,0.0,0
87.22,0.0664,TEST,386,425,384,432,-2.0,7.0,7.28,85.843,102.217,0.0,0.0,0,0.0646,0
87.288,0.0644,TEST,386,435,384,432,-2.0,-3.0,3.606,85.903,102.428,0.0,0.0,0,0.131,0
87.3551,0.0694,TEST,387,442,384,432,-3.0,-10.0,10.44,85.903,102.428,0.0,0.0,0,0.1954,0
87.4192,0.0659,TEST,387,442,384,432,-3.0,-10.0,10.44,85.994,102.127,0.0,0.0,0,0.2648,0
87.487,0.0633,TEST,387,442,384,432,-3.0,-10.0,10.44,86.084,101.826,0.0,0.0,0,0.3307,0
87.5509,0.0699,TEST,387,443,384,432,-3.0,-11.0,11.402,86.174,101.524,0.0,0.0,0,0.394,0
87.6199,0.0626,TEST,385,443,384,432,-1.0,-11.0,11.045,86.265,101.193,0.0,0.0,0,0.4639,0
88.1951,0.1,TEST,353,336,448,48,95.0,-288.0,303.264,90,90,0.0,0.0,0,0,0
88.2218,0.0148,TEST,353,337,448,48,95.0,-289.0,304.214,87,87,0.0,0.0,0,0.0,0
88.2832,0.0269,TEST,354,334,448,48,94.0,-286.0,301.051,84.139,84,0.0,0.0,0,0.0,0
88.3473,0.0596,TEST,380,312,448,48,68.0,-264.0,272.617,81.307,81,0.0,0.0,0,0.0,0
88.415,0.0631,TEST,419,284,448,48,29.0,-236.0,237.775,79.259,78,0.0,0.0,0,0.0,0
88.4828,0.0697,TEST,442,257,448,48,6.0,-209.0,209.086,78.385,75,0.0,0.0,0,0.0,0
88.5473,0.0668,TEST,451,238,448,48,-3.0,-190.0,190.024,78.205,72,0.0,0.0,0,0.0,0
88.6151,0.0634,TEST,451,214,448,48,-3.0,-166.0,166.027,78.295,69,0.0,0.0,0,0.0,0
88.6792,0.0699,TEST,450,192,448,48,-2.0,-144.0,144.014,78.385,66,0.0,0.0,0,0.0,0
88.7471,0.0627,TEST,450,167,448,48,-2.0,-119.0,119.017,78.446,63,0.0,0.0,0,0.0,0
88.8152,0.0675,TEST,448,140,448,48,0.0,-92.0,92.0,78.506,60,0.0,0.0,0,0.0,0
88.8795,0.07,TEST,447,116,448,48,1.0,-68.0,68.007,78.506,57.229,0.0,0.0,0,0.0,0
88.9477,0.0629,TEST,445,98,448,48,3.0,-50.0,50.09,78.476,55.181,0.0,0.0,0,0.0,0
89.0122,0.0672,TEST,443,80,448,48,5.0,-32.0,32.388,78.385,53.675,0.0,0.0,0,0.0,0
89.0834,0.0666,TEST,443,64,448,48,5.0,-16.0,16.763,78.235,52.711,0.0,0.0,0,0.0,0
89.1496,0.0739,TEST,442,49,448,48,6.0,-1.0,6.083,78.084,52.229,0.0,0.0,0,0.0666,0
89.2116,0.062,TEST,443,44,448,48,5.0,4.0,6.403,78.084,52.229,0.0,0.0,0,0.1405,0
89.279,0.0636,TEST,443,43,448,48,5.0,5.0,7.071,78.084,52.229,0.0,0.0,0,0.2025,0
89.3438,0.0662,TEST,443,43,448,48,5.0,5.0,7.071,77.933,52.38,0.0,0.0,0,0.2661,0
89.4119,0.0647,TEST,446,45,448,48,2.0,3.0,3.606,77.783,52.53,0.0,0.0,0,0.3323,0
89.4789,0.0692,TEST,449,44,448,48,-1.0,4.0,4.123,77.783,52.53,0.0,0.0,0,0.397,0
89.5442,0.0659,TEST,449,44,448,48,-1.0,4.0,4.123,77.783,52.53,0.0,0.0,0,0.4662,0
90.1166,0.1,TEST,347,345,448,96,101.0,-249.0,268.704,90,90,0.0,0.0,0,0,0
90.1446,0.0111,TEST,348,345,448,96,100.0,-249.0,268.33,87,87,0.0,0.0,0,0.0,0
90.208,0.0276,TEST,351,342,448,96,97.0,-246.0,264.433,84,84,0.0,0.0,0,0.0,0
90.2775,0.0646,TEST,382,315,448,96,66.0,-219.0,228.729,81.078,81,0.0,0.0,0,0.0,0
90.3414,0.069,TEST,415,285,448,96,33.0,-189.0,191.859,79.09,78,0.0,0.0,0,0.0,0
90.408,0.0629,TEST,436,261,448,96,12.0,-165.0,165.436,78.096,75,0.0,0.0,0,0.0,0
90.4752,0.0682,TEST,449,238,448,96,-1.0,-142.0,142.004,77.735,72,0.0,0.0,0,0.0,0
90.5409,0.0664,TEST,455,215,448,96,-7.0,-119.0,119.206,77.765,69,0.0,0.0,0,0.0,0
90.6098,0.0658,TEST,457,194,448,96,-9.0,-98.0,98.412,77.976,66,0.0,0.0,0,0.0,0
90.6811,0.071,TEST,456,169,448,96,-8.0,-73.0,73.437,78.247,63.048,0.0,0.0,0,0.0,0
90.7494,0.0744,TEST,454,145,448,96,-6.0,-49.0,49.366,78.488,60.849,0.0,0.0,0,0.0,0
90.8038,0.062,TEST,453,122,448,96,-5.0,-26.0,26.476,78.668,59.374,0.0,0.0,0,0.0,0
90.8715,0.0571,TEST,452,104,448,96,-4.0,-8.0,8.944,78.819,58.59,0.0,0.0,0,0.0,0
90.9415,0.0671,TEST,450,97,448,96,-2.0,-1.0,2.236,78.939,58.35,0.0,0.0,0,0.0571,0
91.0044,0.0686,TEST,450,98,448,96,-2.0,-2.0,2.828,78.939,58.35,0.0,0.0,0,0.1242,0
91.0715,0.0637,TEST,450,99,448,96,-2.0,-3.0,3.606,78.939,58.35,0.0,0.0,0,0.1927,0
91.1353,0.0675,TEST,450,99,448,96,-2.0,-3.0,3.606,78.939,58.35,0.0,0.0,0,0.2564,0
91.2036,0.0618,TEST,450,99,448,96,-2.0,-3.0,3.606,78.939,58.35,0.0,0.0,0,0.3239,0
91.2721,0.0694,TEST,450,99,448,96,-2.0,-3.0,3.606,78.939,58.35,0.0,0.0,0,0.3857,0
91.3354,0.0689,TEST,450,99,448,96,-2.0,-3.0,3.606,78.939,58.35,0.0,0.0,0,0.4551,0
91.9096,0.1,TEST,348,346,448,144,100.0,-202.0,225.397,90,90,0.0,0.0,0,0,0
91.9373,0.0114,TEST,349,346,448,144,99.0,-202.0,224.956,87,87.096,0.0,0.0,0,0.0,0
92.0008,0.0305,TEST,349,346,448,144,99.0,-202.0,224.956,84.018,84.096,0.0,0.0,0,0.0,0
92.0681,0.0604,TEST,378,319,448,144,70.0,-175.0,188.481,81.036,81.096,0.0,0.0,0,0.0,0
92.1339,0.0662,TEST,416,285,448,144,32.0,-141.0,144.586,78.928,78.096,0.0,0.0,0,0.0,0
92.1991,0.0679,TEST,440,260,448,144,8.0,-116.0,116.276,77.964,75.096,0.0,0.0,0,0.0,0
92.2671,0.0642,TEST,456,239,448,144,-8.0,-95.0,95.336,77.723,72.096,0.0,0.0,0,0.0,0
92.3311,0.0673,TEST,458,217,448,144,-10.0,-73.0,73.682,77.964,69.235,0.0,0.0,0,0.0,0
92.4011,0.0648,TEST,457,192,448,144,-9.0,-48.0,48.836,78.265,67.036,0.0,0.0,0,0.0,0
92.4634,0.0702,TEST,457,173,448,144,-9.0,-29.0,30.364,78.536,65.59,0.0,0.0,0,0.0,0
92.5312,0.0611,TEST,456,156,448,144,-8.0,-12.0,14.422,78.807,64.717,0.0,0.0,0,0.0,0
92.5997,0.0689,TEST,455,140,448,144,-7.0,4.0,8.062,79.048,64.356,0.0,0.0,0,0.0611,0
92.6645,0.0689,TEST,455,134,448,144,-7.0,10.0,12.207,79.259,64.476,0.0,0.0,0,0.1299,0
92.7309,0.0627,TEST,455,134,448,144,-7.0,10.0,12.207,79.47,64.777,0.0,0.0,0,0.1989,0
92.7961,0.0683,TEST,455,134,448,144,-7.0,10.0,12.207,79.68,65.079,0.0,0.0,0,0.2615,0
92.8631,0.0655,TEST,455,134,448,144,-7.0,10.0,12.207,79.891,65.38,0.0,0.0,0,0.3298,0
92.9947,0.065,TEST,451,134,448,144,-3.0,10.0,10.44,80.102,65.681,0.0,0.0,0,0.3954,0
93.0642,0.1,TEST,440,134,448,144,8.0,10.0,12.806,80.192,65.982,0.0,0.0,0,0.4603,0
93.6363,0.1,TEST,352,343,448,192,96.0,-151.0,178.933,90,90,0.0,0.0,0,0,0
93.6633,0.0125,TEST,352,342,448,192,96.0,-150.0,178.09,87.108,88.633,0.0,0.0,0,0.0,0
93.7291,0.0297,TEST,354,343,448,192,94.0,-151.0,177.868,84.217,85.633,0.0,0.0,0,0.0,0
93.7963,0.0642,TEST,381,324,448,192,67.0,-132.0,148.03,81.385,82.633,0.0,0.0,0,0.0,0
93.8607,0.0673,TEST,413,296,448,192,35.0,-104.0,109.731,79.367,79.633,0.0,0.0,0,0.0,0
93.9252,0.0653,TEST,437,272,448,192,11.0,-80.0,80.753,78.313,76.633,0.0,0.0,0,0.0,0
93.9916,0.0636,TEST,449,246,448,192,-1.0,-54.0,54.009,77.982,74.223,0.0,0.0,0,0.0,0
94.0595,0.0653,TEST,457,226,448,192,-9.0,-34.0,35.171,78.012,72.596,0.0,0.0,0,0.0,0
94.1231,0.0695,TEST,457,213,448,192,-9.0,-21.0,22.847,78.283,71.572,0.0,0.0,0,0.0,0
94.1915,0.0625,TEST,457,204,448,192,-9.0,-12.0,15.0,78.554,70.94,0.0,0.0,0,0.0695,0
94.2564,0.0678,TEST,458,197,448,192,-10.0,-5.0,11.18,78.825,70.578,0.0,0.0,0,0.132,0
94.3278,0.0667,TEST,458,190,448,192,-10.0,2.0,10.198,79.126,70.428,0.0,0.0,0,0.1998,0
94.3925,0.0706,TEST,457,190,448,192,-9.0,2.0,9.22,79.427,70.488,0.0,0.0,0,0.2665,0
94.4555,0.0643,TEST,456,190,448,192,-8.0,2.0,8.246,79.698,70.548,0.0,0.0,0,0.3371,0
94.523,0.0644,TEST,457,191,448,192,-9.0,1.0,9.055,79.939,70.609,0.0,0.0,0,0.4013,0
94.5882,0.0663,TEST,457,191,448,192,-9.0,1.0,9.055,80.21,70.639,0.0,0.0,0,0.4657,0
95.1607,0.1,TEST,353,346,448,240,95.0,-106.0,142.341,90,90,0.0,0.0,0,0,0
95.1879,0.0107,TEST,353,346,448,240,95.0,-106.0,142.341,87.139,89.988,0.0,0.0,0,0.0,0
95.2527,0.0314,TEST,354,346,448,240,94.0,-106.0,141.676,84.277,86.988,0.0,0.0,0,0.0,0
95.3208,0.0607,TEST,379,331,448,240,69.0,-91.0,114.202,81.446,83.988,0.0,0.0,0,0.0,0
95.3835,0.0671,TEST,413,303,448,240,35.0,-63.0,72.069,79.367,81.247,0.0,0.0,0,0.0,0
95.4513,0.0643,TEST,437,282,448,240,11.0,-42.0,43.417,78.313,79.349,0.0,0.0,0,0.0,0
95.5194,0.0666,TEST,451,262,448,240,-3.0,-22.0,22.204,77.982,78.084,0.0,0.0,0,0.0,0
95.5844,0.0677,TEST,458,252,448,240,-10.0,-12.0,15.62,78.072,77.422,0.0,0.0,0,0.0666,0
95.6513,0.0668,TEST,458,247,448,240,-10.0,-7.0,12.207,78.373,77.06,0.0,0.0,0,0.1343,0
95.7159,0.0655,TEST,458,244,448,240,-10.0,-4.0,10.77,78.674,76.85,0.0,0.0,0,0.2011,0
95.7836,0.0646,TEST,457,241,448,240,-9.0,-1.0,9.055,78.976,76.729,0.0,0.0,0,0.2665,0
95.8514,0.0685,TEST,458,239,448,240,-10.0,1.0,10.05,79.247,76.699,0.0,0.0,0,0.3311,0
95.9169,0.068,TEST,458,239,448,240,-10.0,1.0,10.05,79.548,76.729,0.0,0.0,0,0.3996,0
95.9832,0.0639,TEST,458,239,448,240,-10.0,1.0,10.05,79.849,76.759,0.0,0.0,0,0.4676,0
96.5537,0.1,TEST,354,345,448,288,94.0,-57.0,109.932,90,90,0.0,0.0,0,0,0
96.5793,0.01,TEST,354,345,448,288,94.0,-57.0,109.932,87.169,91.464,0.0,0.0,0,0.0,0
96.6513,0.0284,TEST,355,346,448,288,93.0,-58.0,109.604,84.337,89.747,0.0,0.0,0,0.0,0
96.712,0.0719,TEST,383,343,448,288,65.0,-55.0,85.147,81.536,88.0,0.0,0.0,0,0.0,0
96.7797,0.0591,TEST,416,332,448,288,32.0,-44.0,54.406,79.578,86.343,0.0,0.0,0,0.0,0
96.8485,0.0695,TEST,437,321,448,288,11.0,-33.0,34.785,78.614,85.018,0.0,0.0,0,0.0,0
96.9114,0.068,TEST,450,312,448,288,-2.0,-24.0,24.083,78.283,84.024,0.0,0.0,0,0.0,0
96.9797,0.0613,TEST,453,303,448,288,-5.0,-15.0,15.811,78.343,83.301,0.0,0.0,0,0.068,0
97.043,0.0703,TEST,452,294,448,288,-4.0,-6.0,7.211,78.494,82.85,0.0,0.0,0,0.1292,0
97.1117,0.0623,TEST,452,287,448,288,-4.0,1.0,4.123,78.614,82.669,0.0,0.0,0,0.1996,0
97.1755,0.068,TEST,452,286,448,288,-4.0,2.0,4.472,78.614,82.669,0.0,0.0,0,0.2618,0
97.2432,0.0655,TEST,451,286,448,288,-3.0,2.0,3.606,78.614,82.669,0.0,0.0,0,0.3299,0
97.3119,0.0666,TEST,451,286,448,288,-3.0,2.0,3.606,78.614,82.669,0.0,0.0,0,0.3954,0
97.3753,0.0684,TEST,451,286,448,288,-3.0,2.0,3.606,78.614,82.669,0.0,0.0,0,0.462,0
97.9488,0.1,TEST,352,347,448,336,96.0,-11.0,96.628,90,90,0.0,0.0,0,0,0
98.0388,0.01,TEST,351,347,448,336,97.0,-11.0,97.622,87.108,92.849,0.0,0.0,0,0.0,0
98.109,0.0914,TEST,365,347,448,336,83.0,-11.0,83.726,84.187,92.518,0.0,0.0,0,0.0,0
98.1719,0.0703,TEST,391,347,448,336,57.0,-11.0,58.052,81.687,92.187,0.0,0.0,0,0.0,0
98.2403,0.0623,TEST,415,348,448,336,33.0,-12.0,35.114,79.97,91.856,0.0,0.0,0,0.0,0
98.3076,0.07,TEST,435,348,448,336,13.0,-12.0,17.692,78.976,91.494,0.0,0.0,0,0.0,0
98.3735,0.0671,TEST,451,349,448,336,-3.0,-13.0,13.342,78.584,91.133,0.0,0.0,0,0.07,0
98.4404,0.0644,TEST,453,350,448,336,-5.0,-14.0,14.866,78.674,90.741,0.0,0.0,0,0.1371,0
98.5053,0.0686,TEST,453,350,448,336,-5.0,-14.0,14.866,78.825,90.32,0.0,0.0,0,0.2015,0
98.5714,0.0644,TEST,453,350,448,336,-5.0,-14.0,14.866,78.976,89.898,0.0,0.0,0,0.2701,0
98.6393,0.0653,TEST,453,346,448,336,-5.0,-10.0,11.18,79.126,89.476,0.0,0.0,0,0.3346,0
98.7045,0.0689,TEST,453,339,448,336,-5.0,-3.0,5.831,79.277,89.175,0.0,0.0,0,0.3999,0
98.7714,0.0645,TEST,453,339,448,336,-5.0,-3.0,5.831,79.277,89.175,0.0,0.0,0,0.4688,0
99.3428,0.1,TEST,350,336,448,384,98.0,48.0,109.124,90,90,0.0,0.0,0,0,0
99.373,0.0129,TEST,351,336,448,384,97.0,48.0,108.227,87.048,93,0.0,0.0,0,0.0,0
99.4424,0.0345,TEST,353,337,448,384,95.0,47.0,105.991,84.126,94.446,0.0,0.0,0,0.0,0
99.5021,0.0655,TEST,382,353,448,384,66.0,31.0,72.918,81.265,95.862,0.0,0.0,0,0.0,0
99.5676,0.0585,TEST,416,375,448,384,32.0,9.0,33.242,79.277,96.795,0.0,0.0,0,0.0,0
99.6325,0.0666,TEST,438,385,448,384,10.0,-1.0,10.05,78.313,97.066,0.0,0.0,0,0.0,0
99.7004,0.0654,TEST,450,386,448,384,-2.0,-2.0,2.828,78.012,97.036,0.0,0.0,0,0.0666,0
99.7692,0.0661,TEST,452,387,448,384,-4.0,-3.0,5.0,78.012,97.036,0.0,0.0,0,0.132,0
99.8316,0.0706,TEST,451,387,448,384,-3.0,-3.0,4.243,78.012,97.036,0.0,0.0,0,0.198,0
99.8997,0.0613,TEST,452,386,448,384,-4.0,-2.0,4.472,78.012,97.036,0.0,0.0,0,0.2687,0
99.9641,0.0675,TEST,451,387,448,384,-3.0,-3.0,4.243,78.012,97.036,0.0,0.0,0,0.33,0
100.0316,0.066,TEST,452,387,448,384,-4.0,-3.0,5.0,78.012,97.036,0.0,0.0,0,0.3975,0
100.0996,0.0665,TEST,451,387,448,384,-3.0,-3.0,4.243,78.012,97.036,0.0,0.0,0,0.4635,0
100.669,0.1,TEST,355,339,448,432,93.0,93.0,131.522,90,90,0.0,0.0,0,0,0
100.6986,0.0106,TEST,356,339,448,432,92.0,93.0,130.817,87.199,93,0.0,0.0,0,0.0,0
100.766,0.0338,TEST,356,339,448,432,92.0,93.0,130.817,84.428,95.801,0.0,0.0,0,0.0,0
100.8391,0.0632,TEST,380,360,448,432,68.0,72.0,99.035,81.657,98.602,0.0,0.0,0,0.0,0
100.8991,0.0738,TEST,415,397,448,432,33.0,35.0,48.104,79.608,100.771,0.0,0.0,0,0.0,0
100.9598,0.0595,TEST,437,418,448,432,11.0,14.0,17.804,78.614,101.825,0.0,0.0,0,0.0,0
101.0274,0.0624,TEST,448,429,448,432,0.0,3.0,3.0,78.283,102.247,0.0,0.0,0,0.0595,0
101.097,0.0657,TEST,449,433,448,432,-1.0,-1.0,1.414,78.283,102.247,0.0,0.0,0,0.1219,0
101.1603,0.0692,TEST,449,436,448,432,-1.0,-4.0,4.123,78.283,102.247,0.0,0.0,0,0.1876,0
101.2274,0.0647,TEST,450,433,448,432,-2.0,-1.0,2.236,78.283,102.247,0.0,0.0,0,0.2568,0
101.2924,0.0657,TEST,449,433,448,432,-1.0,-1.0,1.414,78.283,102.247,0.0,0.0,0,0.3215,0
101.3595,0.064,TEST,449,434,448,432,-1.0,-2.0,2.236,78.283,102.247,0.0,0.0,0,0.3871,0
101.4274,0.0693,TEST,450,435,448,432,-2.0,-3.0,3.606,78.283,102.247,0.0,0.0,0,0.4512,0
101.9972,0.1,TEST,355,338,512,48,157.0,-290.0,329.771,90,90,0.0,0.0,0,0,0
102.0242,0.01,TEST,355,338,512,48,157.0,-290.0,329.771,87,87,0.0,0.0,0,0.0,0
102.0881,0.0293,TEST,354,334,512,48,158.0,-286.0,326.741,84,84,0.0,0.0,0,0.0,0
102.1554,0.0629,TEST,383,311,512,48,129.0,-263.0,292.933,81,81,0.0,0.0,0,0.0,0
102.2235,0.067,TEST,417,287,512,48,95.0,-239.0,257.189,78,78,0.0,0.0,0,0.0,0
102.2874,0.0693,TEST,441,260,512,48,71.0,-212.0,223.573,75.139,75,0.0,0.0,0,0.0,0
102.3555,0.0631,TEST,465,237,512,48,47.0,-189.0,194.756,73.0,72,0.0,0.0,0,0.0,0
102.4195,0.0675,TEST,489,214,512,48,23.0,-166.0,167.586,71.584,69,0.0,0.0,0,0.0,0
102.4892,0.0654,TEST,502,195,512,48,10.0,-147.0,147.34,70.891,66,0.0,0.0,0,0.0,0
102.5559,0.0696,TEST,512,168,512,48,0.0,-120.0,120.0,70.59,63,0.0,0.0,0,0.0,0
102.6207,0.0656,TEST,513,146,512,48,-1.0,-98.0,98.005,70.59,60,0.0,0.0,0,0.0,0
102.6876,0.066,TEST,511,121,512,48,1.0,-73.0,73.007,70.62,57.048,0.0,0.0,0,0.0,0
102.7525,0.066,TEST,509,94,512,48,3.0,-46.0,46.098,70.59,54.849,0.0,0.0,0,0.0,0
102.8199,0.0647,TEST,508,76,512,48,4.0,-28.0,28.284,70.5,53.464,0.0,0.0,0,0.0,0
102.8874,0.0689,TEST,506,56,512,48,6.0,-8.0,10.0,70.379,52.621,0.0,0.0,0,0.0,0
102.9522,0.0665,TEST,506,43,512,48,6.0,5.0,7.81,70.198,52.38,0.0,0.0,0,0.0689,0
103.0199,0.0645,TEST,506,39,512,48,6.0,9.0,10.817,70.018,52.53,0.0,0.0,0,0.1354,0
103.0834,0.0686,TEST,506,39,512,48,6.0,9.0,10.817,69.837,52.801,0.0,0.0,0,0.1999,0
103.152,0.063,TEST,508,39,512,48,4.0,9.0,9.849,69.656,53.073,0.0,0.0,0,0.2684,0
103.2215,0.0677,TEST,509,39,512,48,3.0,9.0,9.487,69.536,53.344,0.0,0.0,0,0.3314,0
103.284,0.0709,TEST,509,39,512,48,3.0,9.0,9.487,69.445,53.615,0.0,0.0,0,0.3991,0
103.352,0.0616,TEST,509,40,512,48,3.0,8.0,8.544,69.355,53.886,0.0,0.0,0,0.47,0
103.9216,0.1,TEST,349,343,512,96,163.0,-247.0,295.936,90,90,0.0,0.0,0,0,0
103.9497,0.011,TEST,349,343,512,96,163.0,-247.0,295.936,87,87,0.0,0.0,0,0.0,0
104.016,0.0307,TEST,350,343,512,96,162.0,-247.0,295.386,84,84,0.0,0.0,0,0.0,0
104.0801,0.0639,TEST,379,317,512,96,133.0,-221.0,257.934,81,81,0.0,0.0,0,0.0,0
104.1487,0.0644,TEST,414,287,512,96,98.0,-191.0,214.674,78,78,0.0,0.0,0,0.0,0
104.2124,0.0668,TEST,443,261,512,96,69.0,-165.0,178.846,75.048,75,0.0,0.0,0,0.0,0
104.2801,0.0657,TEST,463,241,512,96,49.0,-145.0,153.056,72.97,72,0.0,0.0,0,0.0,0
104.3476,0.0674,TEST,484,217,512,96,28.0,-121.0,124.197,71.494,69,0.0,0.0,0,0.0,0
104.4124,0.0654,TEST,502,193,512,96,10.0,-97.0,97.514,70.65,66,0.0,0.0,0,0.0,0
104.4803,0.0675,TEST,511,170,512,96,1.0,-74.0,74.007,70.349,63.078,0.0,0.0,0,0.0,0
104.5465,0.0672,TEST,512,143,512,96,0.0,-47.0,47.0,70.319,60.849,0.0,0.0,0,0.0,0
104.6155,0.0643,TEST,510,118,512,96,2.0,-22.0,22.091,70.319,59.434,0.0,0.0,0,0.0,0
104.68,0.0712,TEST,509,104,512,96,3.0,-8.0,8.544,70.259,58.771,0.0,0.0,0,0.0643,0
104.7444,0.0638,TEST,509,98,512,96,3.0,-2.0,3.606,70.168,58.53,0.0,0.0,0,0.1356,0
104.8126,0.064,TEST,508,94,512,96,4.0,2.0,4.472,70.168,58.53,0.0,0.0,0,0.1994,0
104.8765,0.0692,TEST,508,94,512,96,4.0,2.0,4.472,70.168,58.53,0.0,0.0,0,0.2634,0
104.9444,0.0632,TEST,508,95,512,96,4.0,1.0,4.123,70.168,58.53,0.0,0.0,0,0.3326,0
105.0117,0.0667,TEST,508,95,512,96,4.0,1.0,4.123,70.168,58.53,0.0,0.0,0,0.3958,0
105.076,0.0695,TEST,508,95,512,96,4.0,1.0,4.123,70.168,58.53,0.0,0.0,0,0.4625,0
105.649,0.1,TEST,349,344,512,144,163.0,-200.0,258.01,90,90,0.0,0.0,0,0,0
105.6755,0.01,TEST,348,345,512,144,164.0,-201.0,259.417,87,87.157,0.0,0.0,0,0.0,0
105.7395,0.0292,TEST,349,343,512,144,163.0,-199.0,257.235,84,84.157,0.0,0.0,0,0.0,0
105.8076,0.0629,TEST,380,318,512,144,132.0,-174.0,218.403,81,81.157,0.0,0.0,0,0.0,0
105.8719,0.0676,TEST,415,285,512,144,97.0,-141.0,171.143,78,78.157,0.0,0.0,0,0.0,0
105.9398,0.0656,TEST,438,261,512,144,74.0,-117.0,138.438,75.078,75.157,0.0,0.0,0,0.0,0
106.0079,0.0675,TEST,462,240,512,144,50.0,-96.0,108.24,72.849,72.157,0.0,0.0,0,0.0,0
106.0721,0.0671,TEST,484,218,512,144,28.0,-74.0,79.12,71.343,69.265,0.0,0.0,0,0.0,0
106.1411,0.066,TEST,501,197,512,144,11.0,-53.0,54.129,70.5,67.036,0.0,0.0,0,0.0,0
106.2045,0.0682,TEST,512,175,512,144,0.0,-31.0,31.0,70.169,65.44,0.0,0.0,0,0.0,0
106.2724,0.0623,TEST,511,154,512,144,1.0,-10.0,10.05,70.168,64.506,0.0,0.0,0,0.0,0
106.3357,0.0697,TEST,510,138,512,144,2.0,6.0,6.325,70.138,64.205,0.0,0.0,0,0.0623,0
106.4039,0.062,TEST,509,133,512,144,3.0,11.0,11.402,70.138,64.205,0.0,0.0,0,0.132,0
106.4724,0.0679,TEST,509,135,512,144,3.0,9.0,9.487,70.048,64.536,0.0,0.0,0,0.194,0
106.5356,0.0702,TEST,509,134,512,144,3.0,10.0,10.44,69.958,64.807,0.0,0.0,0,0.2619,0
106.6041,0.062,TEST,513,134,512,144,-1.0,10.0,10.05,69.867,65.109,0.0,0.0,0,0.3321,0
106.6679,0.0682,TEST,516,135,512,144,-4.0,9.0,9.849,69.897,65.41,0.0,0.0,0,0.3941,0
106.7356,0.065,TEST,516,135,512,144,-4.0,9.0,9.849,70.018,65.681,0.0,0.0,0,0.4623,0
