t,dt,fps,state,laser_x,laser_y,target_x,target_y,dx,dy,err_px,vx,vy,velocity,servo_x,servo_y,locked,t_lock,lost_counter
14.4815,0.0667,15,TESTTWO,389,15,279,375,280,-13.999,1.001,0,0,0,14.035,90.674,79.874,1,0.132
14.5492,0.0643,16,TESTTWO,377,16,279,379,282,15.689,9.845,62.219,31.11,70,18.522,90.19,80.178,1,0.1963
14.6177,0.0669,15,TESTTWO,371,15,279,383,281,25.149,2.001,59.762,0,60,25.228,89.414,80.24,1,0.2632
14.6812,0.0674,15,TESTTWO,371,15,279,386,281,24.792,2.001,44.503,0,45,24.872,88.649,80.301,1,0.3306
14.7494,0.0654,15,TESTTWO,371,15,279,386,281,15.001,2.001,0,0,0,15.134,88.186,80.363,1,0.396
14.8136,0.0675,15,TESTTWO,371,15,279,385,281,14.001,2.001,0,0,0,14.143,87.754,80.425,1,0.4635
14.881,0.0636,16,TESTTWO,371,16,279,381,281,-3.834,2.001,-62.887,0,63,4.325,87.754,80.425,1,0.5271
14.9456,0.0681,15,TESTTWO,374,15,280,377,281,-9.913,1.001,-58.701,0,59,9.964,88.06,80.456,1,0.5952
15.0139,0.0654,15,TESTTWO,385,15,280,375,280,-16.723,0.001,-30.564,0,31,16.723,88.576,80.456,1,0.6607
15.0814,0.0661,15,TESTTWO,391,15,280,375,281,-15.999,1.001,0,0,0,16.03,89.07,80.487,1,0.7268
15.1454,0.0695,14,TESTTWO,391,14,280,377,281,-13.999,1.001,0,0,0,14.035,89.502,80.518,1,0.7963
15.2138,0.063,16,TESTTWO,388,16,280,381,281,6.968,1.001,63.487,0,63,7.04,89.287,80.548,1,0.8593
15.2775,0.0675,15,TESTTWO,380,15,279,385,282,18.037,3.001,59.256,0,59,18.285,88.73,80.641,1,0.9268
15.3455,0.0655,15,TESTTWO,378,15,279,386,282,8.001,3.001,0,0,0,8.545,88.483,80.734,1,0.9923
15.413,0.0674,15,TESTTWO,378,15,279,386,282,8.001,3.001,0,0,0,8.545,88.236,80.826,1,1.0596
15.4769,0.0661,15,TESTTWO,378,15,279,383,281,-4.978,2.001,-45.361,0,45,5.365,88.236,80.826,1,1.1258
15.545,0.0659,15,TESTTWO,378,15,279,379,281,-12.344,2.001,-60.657,0,61,12.505,88.617,80.888,1,1.1917
15.6092,0.0673,15,TESTTWO,378,15,279,377,281,-0.999,2.001,0,0,0,2.237,88.617,80.888,1,1.259
15.6769,0.063,16,TESTTWO,378,16,279,375,281,-9.981,2.001,-31.736,0,32,10.18,88.925,80.95,1,1.322
15.745,0.0696,14,TESTTWO,378,14,279,377,281,-0.999,2.001,0,0,0,2.237,88.925,80.95,1,1.3916
15.8091,0.0675,15,TESTTWO,378,15,279,379,281,1.001,2.001,0,0,0,2.237,88.925,80.95,1,1.4591
15.8769,0.0629,16,TESTTWO,377,16,279,383,281,19.99,2.001,63.588,0,64,20.09,88.308,81.012,1,1.522
15.9411,0.0691,14,TESTTWO,377,14,279,385,280,8.001,1.001,0,0,0,8.063,88.061,81.042,1,1.5911
16.0091,0.0639,16,TESTTWO,377,16,282,385,281,8.001,-0.999,0,0,0,8.063,87.814,81.012,1,1.655
16.0769,0.0671,15,TESTTWO,378,15,292,383,281,5.001,-10.999,0,0,0,12.083,87.66,80.672,1,1.7221
16.1413,0.069,14,TESTTWO,378,14,299,380,281,-7.568,-17.999,-43.497,0,43,19.525,87.893,80.117,1,1.791
16.2092,0.0643,16,TESTTWO,385,16,299,377,279,-18.263,-26.842,-46.654,-31.103,56,32.465,88.457,79.288,1,0.0
16.273,0.0666,15,TESTTWO,389,15,299,375,279,-20.602,-19.999,-30.014,0,30,28.712,89.093,78.671,1,0.0
16.341,0.0653,15,TESTTWO,389,15,298,375,278,-13.999,-19.999,0,0,0,24.412,89.525,78.054,1,0.0653
16.4093,0.0676,15,TESTTWO,387,15,287,376,278,-10.999,-8.999,0,0,0,14.211,89.864,77.776,1,0.1329
16.4728,0.0672,15,TESTTWO,379,15,279,377,277,-1.999,-1.999,0,0,0,2.827,89.864,77.776,1,0.2001
16.541,0.0655,15,TESTTWO,379,15,279,377,276,-1.999,-2.999,0,0,0,3.604,89.864,77.776,1,0.2656
16.605,0.0674,15,TESTTWO,379,15,279,377,276,-1.999,-2.999,0,0,0,3.604,89.864,77.776,1,0.333
16.6733,0.063,16,TESTTWO,378,16,279,375,274,-9.987,-11.987,-31.766,-31.766,45,15.603,90.173,77.406,1,0.396
16.741,0.0702,14,TESTTWO,378,14,280,371,271,-19.528,-18.396,-56.951,-42.714,71,26.828,90.775,76.838,1,0.0
16.8052,0.0669,15,TESTTWO,378,15,279,365,267,-32.743,-25.162,-89.748,-59.832,108,41.295,91.786,76.062,1,0.0
16.8729,0.0631,16,TESTTWO,377,16,273,359,262,-38.917,-28.431,-95.083,-79.236,124,48.196,92.987,75.184,1,0.0
16.9372,0.0695,14,TESTTWO,369,14,271,353,259,-34.983,-21.491,-86.293,-43.147,96,41.058,94.067,74.521,1,0.0
17.0058,0.0636,16,TESTTWO,358,16,265,350,261,-18.37,2.915,-47.14,31.427,57,18.6,94.634,74.611,1,0.0636
17.0729,0.0674,15,TESTTWO,350,15,256,353,267,12.8,30.598,44.539,89.078,100,33.168,94.239,75.555,1,0.0
17.137,0.0684,15,TESTTWO,346,15,251,362,267,44.929,16.001,131.492,0,131,47.693,92.852,76.049,1,0.0
17.2052,0.0638,16,TESTTWO,346,16,251,372,269,60.472,24.895,156.684,31.337,160,65.396,90.986,76.817,1,0.0
17.2689,0.0671,15,TESTTWO,346,15,251,380,272,60.242,30.841,119.276,44.728,127,67.677,89.126,77.769,1,0.0
17.3372,0.0651,15,TESTTWO,353,15,251,383,272,40.133,21.001,46.055,0,46,45.296,87.888,78.417,1,0.0
17.4012,0.0695,14,TESTTWO,366,14,252,382,274,16.001,22.001,0,0,0,27.204,87.394,79.096,1,0.0
17.469,0.0615,16,TESTTWO,379,16,262,376,275,-24.461,13.001,-97.555,0,98,27.701,88.149,79.498,1,0.0
17.5372,0.0697,14,TESTTWO,388,14,277,368,274,-45.259,-2.999,-114.819,0,115,45.358,89.546,79.405,1,0.0
17.6016,0.0674,15,TESTTWO,389,15,283,363,273,-42.327,-9.999,-74.218,0,74,43.492,90.852,79.097,1,0.0
17.669,0.0633,16,TESTTWO,389,16,283,363,273,-25.999,-9.999,0,0,0,27.855,91.655,78.788,1,0.0
17.7332,0.0692,14,TESTTWO,385,14,283,368,274,-1.107,-8.999,72.235,0,72,9.067,91.689,78.51,1,0.0692
17.8012,0.0636,16,TESTTWO,370,16,283,375,274,29.228,-8.999,110.122,0,110,30.582,90.787,78.232,1,0.0
17.869,0.0671,15,TESTTWO,360,15,282,380,272,36.393,-9.999,74.508,0,75,37.741,89.663,77.924,1,0.0
17.9332,0.0694,14,TESTTWO,360,14,283,382,271,22.001,-11.999,0,0,0,25.06,88.984,77.553,1,0.0694
18.0014,0.0634,16,TESTTWO,360,16,282,379,270,8.594,-11.999,-47.303,0,47,14.759,88.719,77.183,1,0.1328
18.068,0.067,15,TESTTWO,371,15,276,371,271,-26.269,-4.999,-119.407,0,119,26.74,89.53,77.029,1,0.0
18.1367,0.0688,15,TESTTWO,382,15,272,364,271,-40.373,-0.999,-101.698,0,102,40.385,90.776,76.998,1,0.0
18.2036,0.0678,15,TESTTWO,384,15,271,359,269,-41.221,-1.999,-73.736,0,74,41.269,92.048,76.936,1,0.0
18.2678,0.0658,15,TESTTWO,383,15,269,360,270,-22.999,1.001,0,0,0,23.021,92.758,76.967,1,0.0658
18.3359,0.0661,15,TESTTWO,368,15,269,365,272,13.634,9.654,75.605,30.242,81,16.706,92.337,77.265,1,0.132
18.4004,0.0672,15,TESTTWO,356,15,269,375,277,51.73,24.365,148.767,74.383,166,57.181,90.741,78.017,1,0.0
18.4681,0.0637,16,TESTTWO,355,16,269,384,277,60.083,8.001,141.281,0,141,60.613,88.886,78.264,1,0.0
18.5367,0.0694,14,TESTTWO,357,14,269,389,276,47.857,7.001,72.074,0,72,48.367,87.409,78.48,1,0.0
18.5996,0.0677,15,TESTTWO,373,15,270,389,277,16.001,7.001,0,0,0,17.466,86.915,78.696,1,0.0677
18.731,0.0619,16,TESTTWO,391,16,270,377,279,-56.664,16.112,-193.932,32.322,197,58.91,88.664,79.194,1,0.0
18.8013,0.1,10,TESTTWO,391,10,270,370,278,-36.399,8.001,-70.0,0,70,37.268,89.788,79.441,1,0.0
18.8652,0.0697,14,TESTTWO,391,14,270,368,279,-22.999,9.001,0,0,0,24.698,90.498,79.718,1,0.0697
18.9291,0.0624,16,TESTTWO,388,16,279,370,279,-10.95,0.001,32.04,0,32,10.95,90.835,79.718,1,0.1321
18.9972,0.0657,15,TESTTWO,374,15,286,377,278,26.44,-7.999,106.54,0,107,27.623,90.019,79.471,1,0.0
19.0613,0.0675,15,TESTTWO,364,15,286,384,274,42.833,-25.046,103.78,-59.303,120,49.618,88.697,78.698,1,0.0
19.1971,0.0628,16,TESTTWO,368,16,286,373,276,-33.506,-2.998,-175.031,31.824,178,33.64,89.732,78.606,1,0.0
19.2612,0.1,10,TESTTWO,381,10,287,347,267,-91.199,-39.799,-260.0,-90.0,275,99.505,92.546,77.378,1,0.0
19.3293,0.0632,16,TESTTWO,387,16,288,341,262,-66.89,-43.408,-94.96,-79.134,124,79.741,94.611,76.038,1,0.0
19.3931,0.0669,15,TESTTWO,373,15,283,357,279,36.582,51.868,239.002,253.94,349,63.47,93.482,77.639,1,0.0
19.4612,0.0658,15,TESTTWO,351,15,272,351,273,-20.05,-19.05,-91.141,-91.141,129,27.657,94.101,77.051,1,0.0
19.5254,0.0673,15,TESTTWO,344,15,267,341,265,-35.683,-28.147,-148.566,-118.853,190,45.448,95.202,76.182,1,0.0
19.5931,0.0631,16,TESTTWO,344,16,267,352,276,46.37,47.37,174.406,174.406,247,66.288,93.771,77.644,1,0.0
19.6612,0.0697,14,TESTTWO,344,14,267,344,270,-25.261,-15.945,-114.827,-86.12,144,29.873,94.55,77.152,1,0.0
19.7253,0.0672,15,TESTTWO,344,15,267,340,267,-17.089,-9.817,-59.5,-44.625,74,19.708,95.078,76.849,1,0.0672
19.793,0.063,16,TESTTWO,344,16,268,348,274,31.939,30.447,126.992,111.118,169,44.126,94.092,77.789,1,0.0
19.8573,0.0697,14,TESTTWO,344,14,268,338,266,-37.585,-27.268,-143.573,-114.858,184,46.435,95.252,76.947,1,0.0
19.9255,0.0633,16,TESTTWO,343,16,268,343,271,17.368,20.368,78.94,78.94,112,26.767,94.716,77.576,1,0.0
19.9931,0.0672,15,TESTTWO,340,15,267,342,270,2.001,3.001,0,0,0,3.607,94.716,77.576,1,0.0672
20.0573,0.0696,14,TESTTWO,338,14,267,338,267,-12.649,-9.486,-57.499,-43.124,72,15.811,95.107,77.283,1,0.1368
20.1253,0.0633,16,TESTTWO,338,16,267,345,272,31.325,22.375,110.565,78.975,136,38.496,94.14,77.973,1,0.0
20.1892,0.067,15,TESTTWO,338,15,267,338,266,-22.968,-20.687,-104.406,-89.491,138,30.911,94.849,77.335,1,0.0
20.2574,0.0656,15,TESTTWO,338,15,267,342,270,17.409,16.409,60.946,60.946,86,23.923,94.311,77.841,1,0.0656
20.3254,0.0676,15,TESTTWO,338,15,267,340,269,2.001,2.001,0,0,0,2.83,94.311,77.841,1,0.1333
20.3891,0.0668,15,TESTTWO,338,15,267,338,267,0.001,0.001,0,0,0,0.001,94.311,77.841,1,0.2001
20.4571,0.0656,15,TESTTWO,338,15,268,342,271,17.417,16.417,60.983,60.983,86,23.935,93.774,78.348,1,0.2657
20.5215,0.0672,15,TESTTWO,338,15,267,337,266,-17.373,-17.373,-74.426,-74.426,105,24.569,94.31,77.812,1,0.3329
20.5893,0.0632,16,TESTTWO,338,16,267,341,270,16.919,16.919,63.263,63.263,89,23.927,93.788,78.334,1,0.3961
20.6579,0.0697,14,TESTTWO,338,14,267,339,268,1.001,1.001,0,0,0,1.416,93.788,78.334,1,0.4658
20.7212,0.0679,15,TESTTWO,338,15,268,339,268,1.001,0.001,0,0,0,1.001,93.788,78.334,1,0.5337
20.7891,0.062,16,TESTTWO,338,16,267,341,269,10.096,2.001,32.25,0,32,10.292,93.476,78.396,1,0.5957
20.8532,0.07,14,TESTTWO,338,14,267,338,267,-9.431,0.001,-42.873,0,43,9.431,93.767,78.396,1,0.6657
20.9215,0.0632,16,TESTTWO,338,16,268,341,270,13.451,12.451,47.498,47.498,67,18.329,93.352,78.78,1,0.7288
20.9891,0.0674,15,TESTTWO,338,15,267,338,268,-9.786,1.001,-44.488,0,44,9.837,93.654,78.811,1,0.7963
21.0531,0.0694,14,TESTTWO,338,14,267,338,268,0.001,1.001,0,0,0,1.001,93.654,78.811,1,0.8657
21.1214,0.0631,16,TESTTWO,338,16,267,340,269,8.973,2.001,31.693,0,32,9.194,93.377,78.873,1,0.9288
21.1853,0.0672,15,TESTTWO,338,15,268,338,267,0.001,-0.999,0,0,0,0.999,93.377,78.873,1,0.996
21.2533,0.0658,15,TESTTWO,338,15,267,340,269,8.683,8.683,30.375,30.375,43,12.28,93.109,79.141,1,1.0618
21.3213,0.0671,15,TESTTWO,338,15,267,341,269,3.001,2.001,0,0,0,3.607,93.109,79.141,1,1.129
21.3851,0.0669,15,TESTTWO,338,15,267,343,270,5.001,3.001,0,0,0,5.832,93.109,79.141,1,1.1959
21.4536,0.0657,15,TESTTWO,338,15,271,347,273,22.405,12.054,60.927,45.695,76,25.442,92.418,79.513,1,0.0
21.5179,0.0678,15,TESTTWO,338,15,286,349,274,11.001,-11.999,0,0,0,16.279,92.078,79.143,1,0.0678
21.5851,0.0631,16,TESTTWO,338,16,287,354,279,33.447,9.447,79.302,79.302,112,34.756,91.046,79.434,1,0.0
21.6535,0.0693,14,TESTTWO,345,14,287,361,284,38.236,12.883,101.069,72.192,124,40.348,89.866,79.832,1,0.0
21.7176,0.0675,15,TESTTWO,356,15,288,366,289,26.287,17.287,74.027,74.027,105,31.462,89.054,80.365,1,0.0
21.7851,0.0629,16,TESTTWO,365,16,288,371,294,23.491,23.491,79.499,79.499,112,33.221,88.329,81.09,1,0.0
21.8493,0.0694,14,TESTTWO,371,14,288,379,301,33.345,35.177,115.202,100.802,153,48.47,87.3,82.176,1,0.0
21.9174,0.0635,16,TESTTWO,372,16,288,387,307,42.709,39.782,125.945,94.459,157,58.366,85.982,83.404,1,0.0
21.9812,0.067,15,TESTTWO,380,15,295,394,312,36.969,33.407,104.402,74.573,128,49.827,84.841,84.435,1,0.0
22.0496,0.0657,15,TESTTWO,395,15,304,402,319,33.804,38.454,121.833,106.604,162,51.2,83.798,85.622,1,0.0
22.1175,0.0676,15,TESTTWO,408,15,314,410,325,28.048,30.536,118.395,88.796,148,41.462,82.932,86.564,1,0.0
22.1812,0.0667,15,TESTTWO,421,15,322,417,330,19.073,24.481,104.871,74.908,129,31.033,82.343,87.32,1,0.0
22.2493,0.0655,15,TESTTWO,430,15,334,424,335,17.503,17.788,106.826,76.304,131,24.955,81.803,87.869,1,0.0655
22.3134,0.0675,15,TESTTWO,432,15,343,434,341,34.612,17.568,148.233,88.94,173,38.815,80.735,88.411,1,0.0
22.3812,0.0628,16,TESTTWO,435,16,346,441,347,30.538,22.032,111.53,95.597,147,37.656,79.792,89.091,1,0.0
22.4498,0.0698,14,TESTTWO,444,14,348,448,351,26.05,15.601,100.224,57.271,115,30.364,78.988,89.573,1,0.0
22.5137,0.0679,15,TESTTWO,453,15,358,455,356,24.698,14.213,103.168,73.691,127,28.496,78.226,90.011,1,0.0
22.5812,0.0627,16,TESTTWO,460,16,366,462,360,26.551,8.03,111.591,63.766,129,27.739,77.406,90.259,1,0.0
22.6457,0.0693,14,TESTTWO,462,14,369,468,363,25.043,3.522,86.557,43.278,97,25.29,76.633,90.368,1,0.0
22.7134,0.0638,16,TESTTWO,470,16,370,473,366,20.236,6.342,78.34,47.004,91,21.206,76.009,90.564,1,0.0638
22.7813,0.0666,15,TESTTWO,476,15,371,478,369,18.509,7.906,75.035,45.021,88,20.126,75.438,90.808,1,0.1305
22.8454,0.0697,14,TESTTWO,476,14,371,483,372,22.774,10.465,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
22.9137,0.0632,16,TESTTWO,481,16,371,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
22.9772,0.0672,15,TESTTWO,492,15,376,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.0454,0.0654,15,TESTTWO,496,15,378,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.1133,0.0676,15,TESTTWO,496,15,379,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.1772,0.0665,15,TESTTWO,496,15,378,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.2457,0.066,15,TESTTWO,496,15,378,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.31,0.069,15,TESTTWO,496,15,378,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.3772,0.0621,16,TESTTWO,496,16,379,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.4454,0.0689,15,TESTTWO,496,15,378,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.5098,0.0674,15,TESTTWO,496,15,378,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.5772,0.0635,16,TESTTWO,495,16,379,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.6413,0.0691,14,TESTTWO,496,14,378,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.7099,0.0633,16,TESTTWO,496,16,379,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.7732,0.0676,15,TESTTWO,496,15,378,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.2002
23.8421,0.0651,15,IDLE,497,15,378,483,372,0,0,71.696,43.017,84,25.063,74.735,91.131,1,0.0
24.3765,0.1,10,TESTTWO,436,10,376,489,380,42.001,4.001,-50.0,0,50,42.191,81.093,91.513,0,0.0
24.4428,0.0705,14,TESTTWO,435,14,377,483,376,29.283,-13.478,-85.081,-56.721,102,32.236,80.189,91.097,0,0.0
24.5086,0.0661,15,TESTTWO,435,15,377,477,374,22.023,-9.658,-90.807,-30.269,96,24.048,79.509,90.799,0,0.0661
24.5765,0.064,16,TESTTWO,439,16,377,471,371,11.362,-16.318,-93.813,-46.906,105,19.884,79.159,90.296,0,0.13
24.6431,0.07,14,TESTTWO,449,14,377,466,368,1.289,-18.426,-71.417,-42.85,83,18.471,79.119,89.727,0,0.2
24.7093,0.0659,15,TESTTWO,455,15,377,460,365,-15.017,-22.008,-90.989,-45.495,102,26.643,79.582,89.048,0,0.0
24.7714,0.0649,15,TESTTWO,455,15,377,454,362,-21.342,-25.171,-92.469,-46.235,103,33.001,80.241,88.271,0,0.0
24.8399,0.0639,16,TESTTWO,455,16,377,449,359,-23.213,-28.328,-78.246,-46.948,91,36.624,80.957,87.396,0,0.0
24.9081,0.0681,15,TESTTWO,455,15,375,444,355,-27.158,-32.926,-73.449,-58.759,94,42.681,81.796,86.38,0,0.0
24.9726,0.067,15,TESTTWO,455,15,363,439,352,-32.419,-20.851,-74.634,-44.781,87,38.545,82.796,85.737,0,0.0
25.0417,0.0663,15,TESTTWO,455,15,353,434,349,-37.578,-13.947,-75.36,-45.216,88,40.083,83.956,85.306,0,0.0
25.1041,0.0682,15,TESTTWO,452,15,346,427,344,-47.564,-18.117,-102.566,-73.262,126,50.897,85.424,84.747,0,0.0
25.1712,0.061,16,TESTTWO,436,16,341,422,340,-32.022,-15.417,-81.923,-65.538,105,35.54,86.412,84.271,0,0.0
25.2394,0.069,14,TESTTWO,420,14,337,417,336,-18.947,-13.757,-72.491,-57.993,93,23.415,86.997,83.847,0,0.069
25.3043,0.0676,15,TESTTWO,412,15,331,411,331,-20.53,-16.275,-88.777,-73.98,116,26.198,87.631,83.344,0,0.0
25.3719,0.0637,16,TESTTWO,411,16,328,406,328,-22.26,-10.355,-78.458,-47.075,91,24.551,88.318,83.025,0,0.0637
25.4358,0.0694,14,TESTTWO,402,14,325,401,324,-16.838,-13.67,-71.996,-57.597,92,21.689,88.837,82.603,0,0.1332
25.5056,0.0632,16,TESTTWO,391,16,325,396,319,-12.401,-23.401,-79.099,-79.099,112,26.483,89.22,81.881,0,0.0
25.572,0.0698,14,TESTTWO,388,14,320,391,315,-12.756,-17.605,-71.624,-57.299,92,21.74,89.614,81.337,0,0.0698
25.6376,0.0672,15,TESTTWO,384,15,311,385,310,-18.63,-17.359,-89.234,-74.362,116,25.464,90.189,80.801,0,0.0
25.7034,0.0646,15,TESTTWO,380,15,305,379,306,-21.444,-12.629,-92.934,-61.956,112,24.887,90.851,80.412,0,0.0646
25.7678,0.0648,15,TESTTWO,374,15,301,373,300,-21.378,-21.378,-92.633,-92.633,131,30.234,91.511,79.752,0,0.0
25.8374,0.0663,15,TESTTWO,369,15,298,367,295,-21.901,-19.584,-90.463,-75.385,118,29.38,92.187,79.147,0,0.0
25.9016,0.0688,15,TESTTWO,365,15,293,362,290,-18.999,-18.999,-72.726,-72.726,103,26.868,92.773,78.561,0,0.0
25.9654,0.0629,16,TESTTWO,359,16,286,355,284,-28.466,-22.971,-111.215,-95.327,146,36.579,93.652,77.852,0,0.0
26.0336,0.0656,15,TESTTWO,356,15,284,349,277,-27.131,-30.486,-91.509,-106.761,141,40.811,94.489,76.911,0,0.0
26.0976,0.0676,15,TESTTWO,356,15,284,343,271,-32.519,-32.519,-88.726,-88.726,125,45.989,95.493,75.907,0,0.0
26.1654,0.0627,16,TESTTWO,348,16,274,337,265,-32.044,-30.044,-95.658,-95.658,135,43.925,96.482,74.98,0,0.0
26.2295,0.0697,14,TESTTWO,339,14,265,330,257,-31.089,-33.245,-100.409,-114.753,152,45.516,97.441,73.954,0,0.0
26.2977,0.0632,16,TESTTWO,333,16,255,323,250,-34.37,-29.37,-110.776,-110.776,157,45.209,98.502,73.048,0,0.0
26.3653,0.0672,15,TESTTWO,327,15,248,316,242,-33.919,-32.193,-104.182,-119.065,158,46.764,99.549,72.054,0,0.0
26.4298,0.0694,14,TESTTWO,318,14,244,309,234,-31.178,-35.347,-100.815,-115.218,153,47.133,100.511,70.963,0,0.0
26.4975,0.0639,16,TESTTWO,308,16,242,303,226,-25.649,-43.533,-93.866,-125.154,156,50.527,101.303,69.619,0,0.0
26.5614,0.0664,15,TESTTWO,300,15,233,297,219,-22.883,-37.197,-90.382,-105.445,139,43.672,102.009,68.471,0,0.0
26.6295,0.0658,15,TESTTWO,291,15,218,290,211,-24.391,-33.733,-106.328,-121.517,161,41.627,102.762,67.43,0,0.0
26.6976,0.0674,15,TESTTWO,284,15,203,284,203,-19.585,-26.113,-89.025,-118.7,148,32.641,103.366,66.624,0,0.0
26.7614,0.0668,15,TESTTWO,284,15,203,278,195,-25.751,-34.335,-89.781,-119.708,150,42.918,104.161,65.565,0,0.0
26.8297,0.0657,15,TESTTWO,278,15,193,273,187,-21.731,-32.771,-76.057,-121.691,144,39.322,104.832,64.553,0,0.0
26.8936,0.0677,15,TESTTWO,265,15,180,267,180,-17.485,-22.733,-88.574,-103.336,136,28.68,105.371,63.851,0,0.0
26.9614,0.0629,16,TESTTWO,261,16,170,262,173,-16.496,-21.495,-79.533,-111.346,137,27.096,105.881,63.188,0,0.0
27.0296,0.0695,14,TESTTWO,257,14,165,258,167,-11.664,-16.996,-57.568,-86.351,104,20.614,106.241,62.663,0,0.0695
27.0937,0.0674,15,TESTTWO,257,15,165,254,159,-16.056,-32.114,-59.352,-118.703,133,35.904,106.736,61.672,0,0.0
27.1614,0.0629,16,TESTTWO,251,16,160,250,153,-14.983,-27.974,-63.561,-95.342,115,31.734,107.199,60.809,0,0.0
27.2255,0.0696,14,TESTTWO,247,14,151,246,146,-13.635,-27.111,-57.435,-100.511,116,30.347,107.619,59.972,0,0.0
27.2936,0.0634,16,TESTTWO,242,16,137,242,139,-13.878,-22.288,-63.087,-110.403,127,26.255,108.048,59.284,0,0.0
27.3614,0.067,15,TESTTWO,242,15,137,238,133,-17.136,-23.705,-59.715,-89.573,108,29.25,108.577,58.553,0,0.0
27.4255,0.0696,14,TESTTWO,237,14,135,234,126,-15.645,-31.129,-57.48,-100.59,116,34.839,109.059,57.592,0,0.0
27.4936,0.0633,16,TESTTWO,237,16,128,230,119,-20.894,-33.315,-63.158,-110.527,127,39.325,109.704,56.564,0,0.0
27.5574,0.0671,15,TESTTWO,230,15,120,227,114,-12.834,-22.391,-44.707,-74.511,87,25.809,110.1,55.872,0,0.0
27.6261,0.0655,15,TESTTWO,222,15,113,224,107,-8.071,-29.5,-45.782,-106.825,116,30.585,110.35,54.962,0,0.0
27.6935,0.0681,15,TESTTWO,222,15,113,222,103,0.001,-22.92,0,-58.732,59,22.92,110.35,54.255,0,0.0681
27.7574,0.0663,15,TESTTWO,222,15,113,221,100,-0.999,-22.952,0,-45.24,45,22.974,110.38,53.546,0,0.1344
27.8255,0.0657,15,TESTTWO,222,15,113,219,96,-9.7,-30.401,-30.46,-60.92,68,31.911,110.68,52.608,0,0.0
27.8897,0.0672,15,TESTTWO,221,15,88,216,91,-14.819,-13.366,-44.638,-74.396,87,19.957,111.137,52.195,0,0.0672
27.9574,0.0636,16,TESTTWO,221,16,88,215,89,-5.999,-5.922,0,-31.47,31,8.43,111.322,52.013,0,0.1308
28.0283,0.0692,14,TESTTWO,216,14,72,214,86,-1.999,4.468,0,-43.331,43,4.895,111.322,52.013,0,0.2
28.0895,0.0702,14,TESTTWO,208,14,72,213,83,5.001,1.603,0,-42.72,43,5.251,111.322,52.013,0,0.2702
28.1573,0.06,17,TESTTWO,208,17,72,211,80,-4.332,-2.998,-33.331,-49.997,60,5.268,111.322,52.013,0,0.3302
28.2217,0.0697,14,TESTTWO,208,14,72,210,79,2.001,7.001,0,0,0,7.281,111.261,52.229,0,0.3999
28.2904,0.0635,16,TESTTWO,208,16,72,209,77,1.001,-1.93,0,-31.504,32,2.174,111.261,52.229,0,0.4634
28.3534,0.0677,15,TESTTWO,208,15,72,208,76,0.001,4.001,0,0,0,4.001,111.261,52.229,0,0.5311
28.4216,0.0649,15,TESTTWO,208,15,72,208,75,0.001,3.001,0,0,0,3.001,111.261,52.229,0,0.596
28.4895,0.0675,15,TESTTWO,208,15,72,208,75,0.001,3.001,0,0,0,3.001,111.261,52.229,0,0.6635
28.5534,0.0666,15,TESTTWO,208,15,72,208,75,0.001,3.001,0,0,0,3.001,111.261,52.229,0,0.7301
28.6217,0.0658,15,TESTTWO,208,15,72,208,75,0.001,3.001,0,0,0,3.001,111.261,52.229,0,0.7959
28.6856,0.0677,15,TESTTWO,208,15,72,209,76,1.001,4.001,0,0,0,4.124,111.261,52.229,0,0.8636
28.7534,0.063,16,TESTTWO,208,16,72,210,78,2.001,12.985,0,31.744,32,13.138,111.199,52.629,0,0.9266
28.8218,0.0694,14,TESTTWO,208,14,72,212,82,4.001,22.679,0,57.626,58,23.029,111.075,53.329,0,0.996
28.8861,0.0676,15,TESTTWO,208,15,72,214,88,6.001,35.529,0,88.764,89,36.032,110.89,54.426,0,0.0
28.9534,0.0632,16,TESTTWO,208,16,72,218,95,23.932,47.38,63.323,110.815,128,53.081,110.151,55.888,0,0.0
29.0179,0.0686,15,TESTTWO,209,15,78,222,102,25.824,46.442,58.287,102.003,117,53.139,109.354,57.322,0,0.0
29.0858,0.0643,16,TESTTWO,209,16,83,225,109,26.26,49.939,46.632,108.809,118,56.422,108.544,58.863,0,0.0
